company,industry sector,retained_earnings,revenue,ebit,current_assets,current_liabilities,total_assets,total_liabilities,working_capital,market_value_equity,latest credit rating (if applicable),sector,trade_credit,utility_pay,bank_tx,tax_compliance,digital_footprint,fcf_vol_ratio,cf_int_cov,revenue_quality,business_age_years,mgmt_track_record,industry_survival_rate,geo_risk,Country,Country Rating,X1,X2,X3,X4,X5,Z_raw,alt_adj,cf_adj,qual_adj,scale_pen,lev_pen,Z_adj,PD_model,PD_final,Rating
LEBTECH BHD,Construction & Engineering,38594000,2963585,889000,123705000,40159000,157327008,40159000,83546000,109186940.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,Malaysia,A-,0.5310340612337838,0.245310709779722,0.005650650904134654,2.7188660076197118,0.018837102654364342,1.4205938896360015,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,0.1736264751353256,0.0010747881296044822,0.0045000000000000005,A-
NOVA PHARMA SOLUTIONS BHD,Construction & Engineering,10460745,2775836,6587157,21844270,3600732,22056908,3611162,18243538,,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,Malaysia,A-,0.8271122135523257,0.47426162361469704,0.29864371742403784,,0.12584882704321024,,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,,0.0,0.0045000000000000005,A-
SHANTIDOOT INFRA SERVICES LT,Construction & Engineering,37006000,1208441,16899000,61433000,16932000,72918000,17932000,44501000,410843000.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.6102882690145095,0.5075015771140184,0.23175347650785813,10.0,0.016572602100990153,4.5862637757481,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,3.339296361247425,0.0010041936911441823,0.023551887161014886,BB
DRA CONSULTANTS LTD,Construction & Engineering,218523008,2538943,30408000,171599008,28675000,356897984,28675000,142924000,316265099.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.40046177453330756,0.612284231899724,0.0852008174974729,10.0,0.0071139180208986555,3.93894223285946,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.6919748183587844,0.001018628961550599,0.02355838303269777,BB
CONART ENGINEERS LTD,Construction & Engineering,289847680,6687819,33835000,344080704,96572480,418099520,96851832,247508224,628000000.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.591983994624055,0.6932504490796833,0.08092570878818517,6.484131348181416,0.01599575861746983,3.080683322687098,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,2.833715908186422,0.0010154681352474426,0.02355696066086135,BB
RITHWIK FACILITY MANAGEMENT,Commercial Services & Supplies,176084000,4396778,35827000,77369000,59847000,284233984,77550000,17522000,498015000.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.06164639341648886,0.6195036832752554,0.1260475594642476,6.421856866537718,0.015468868071736277,2.757730210600473,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,1.5107627960997974,0.0010449699896469744,0.02357023649534114,BB
MTAG GROUP BHD,Commercial Services & Supplies,83620000,18481310,15557000,187384992,5448000,240656000,10470000,181936992,210107152.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,Malaysia,A-,0.7560043880061166,0.3474669237417725,0.06464413935243667,10.0,0.07679555049531281,4.158382560999933,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.911415146499258,0.0009914354422330665,0.0045000000000000005,A-
EVANS ELECTRIC LTD,Commercial Services & Supplies,207716000,3004016,93274000,187848000,86114000,349747008,87191000,101734000,1035860000.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.2908788286188856,0.5939035795840175,0.26668991547170007,10.0,0.008589111361318636,4.480247779560704,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,3.233280365060029,0.0010065578478591613,0.023552951031536627,BB
GEM ENVIRO MANAGEMENT LTD,Commercial Services & Supplies,235483008,7003767,145748000,400868000,73579000,415964992,75219000,327288992,1532525163.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.7868185984266676,0.5661125636265083,0.350385255497655,10.0,0.016837395296958067,5.1725343453902966,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.925566930889621,0.0009688198574411614,0.023535968935848525,BB
OMKAR PHARMACHEM LTD,Chemicals,-6500000,63885,2849000,2651000,1696000,96033000,1696000,955000,272592151.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.009944498245394812,-0.06768506659169243,0.029666885341497192,10.0,0.0006652400737246571,3.079277644143159,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,1.8323102296424834,0.0019289088422929247,0.02726800897903182,BB
INDIAN TONERS & DEVELOPERS,Chemicals,1914161024,18099435,276084992,1367689984,155452000,2295723008,277644992,1212237952,2725231717.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.5280419056548481,0.833794415671945,0.12026058502611828,9.815526285451602,0.007883980313360173,4.220668626213466,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.9737012117127906,0.0003688819565539031,0.02656599688044926,BB
CAMEX LTD,Chemicals,326160000,15811679,33642000,536804000,174450000,615329024,187082000,362353984,448059837.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.5888784209210324,0.5300578833089465,0.05467318895719764,2.394991698827252,0.025696299675927525,1.6973779487415217,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,1.4504105342408458,0.002207126971289667,0.027393207137080353,BB
AMAL LTD,Chemicals,868169984,16008848,341137984,395191008,209564000,1216276992,224480000,185627008,7481265211.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.1526190244664268,0.7137929844191281,0.2804772155058574,10.0,0.013162172848205946,4.486986311749618,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.240018897248943,0.00017486659314627524,0.02647868996691583,BB
3B BLACKBIO DX LTD,Chemicals,2598539008,11412823,490231008,1321895936,185882000,2957184000,247135008,1136013952,13909504345.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.3841539626888283,0.8787207721940874,0.16577629528632645,10.0,0.0038593550485867636,4.3346192998474224,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.087651885346747,0.00028586763735415554,0.026528640436809373,BB
KANCHI KARPOORAM LTD,Chemicals,2064502016,17923349,144652000,1420077056,60007000,2174242048,80824000,1360070016,1921302936.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.6255375372080009,0.9495272239349131,0.06652985123393217,10.0,0.008243492952630084,4.22453510695788,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.977567692457205,0.0003660651828003088,0.026564729332260142,BB
IMASPRO CORP BHD,Chemicals,85714000,10715623,5324000,88188000,4055000,135391008,6820000,84133000,68000002.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,Malaysia,A-,0.6214075900816102,0.6330848796103209,0.03932314323267318,9.970674780058651,0.07914575094972334,4.100793449101847,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.8538260346011715,0.0004562123417066657,0.0045000000000000005,A-
RISHIROOP LTD,Chemicals,1226924032,9677095,122645000,445134016,143656992,1525389952,206830000,301476992,1160570334.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.19763929322119989,0.8043346754653331,0.08040239142731681,5.611228226079389,0.006344013861709245,2.5377436378524703,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,2.290776223351794,0.001594911322749761,0.027117710095237394,BB
MULTIBASE INDIA LTD,Chemicals,658897984,8370002,136563008,755467008,81963000,885833024,100735000,673504000,3556947077.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.7603058158283338,0.7438173630338712,0.15416337424783116,10.0,0.009448735566670407,4.538622615180353,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.291655200679678,0.00013724897809764712,0.026461762040143944,BB
DEEPAK CHEMTEX LTD,Chemicals,426577984,8044435,113654000,291611008,97639000,643182016,107964000,193972000,1556268000.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.3015818153721512,0.6632305838601059,0.17670581137641758,10.0,0.012507244916499655,4.216365573878235,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.96939815937756,0.00037201677751369424,0.026567407549881166,BB
TITAN BIO-TECH LTD,Chemicals,1451394944,18509082,212566000,790379008,177364000,1747074944,213043008,613014976,3567026055.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.35088075534783697,0.8307571171943955,0.12166965173990842,10.0,0.010594326284379476,4.143115596533905,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.8961481820332295,0.0004253801917587898,0.026591421086291457,BB
INDIA GELATINE & CHEMICALS,Chemicals,1644087040,23487154,156588992,944081984,106905000,1945219968,230210000,837177024,2806423197.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.4303765321002504,0.8451933802069628,0.08049937517400603,10.0,0.012074292052506834,4.072794312997717,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.8258268984970414,0.00047661002034902165,0.026614474509157063,BB
RAGHAV PRODUCTIVITY ENHANCER,Chemicals,1477960960,23619562,472647008,1358354048,275527008,2313603072,376590016,1082827008,33389472910.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.4680262665211399,0.6388135362918467,0.20429044796842316,10.0,0.010208994916133998,4.429262339084584,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.182294924583909,0.00021691914219645198,0.026497613613988405,BB
POLYCHEM LTD,Chemicals,440001984,4830438,26818000,213188992,32528000,544444992,48469000,180660992,794352470.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.3318259781146081,0.8081660966035665,0.04925750148143525,10.0,0.008872224138301929,3.859689534255097,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.6127221197544213,0.0013603701958155867,0.027012166588117018,BB
CHEMBOND CHEMICALS LTD,Chemicals,1494413056,23815004,109348000,1012884992,455008000,2017395968,455742016,557876992,3376192743.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.2765332145245965,0.7407633799732071,0.0542025471124566,7.4081226318180855,0.01180482383119346,3.027363613707691,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,2.780396199207015,0.0012382177845194982,0.026957198003033776,BB
CHEMCON SPECIALITY CHEMI LTD,Chemicals,4640279040,24536896,223463008,3190418944,476860992,5539398144,532812000,2713558016,7510026476.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.4898651343448188,0.8376864993945451,0.04034066557249437,10.0,0.004429523815069538,3.960786734306997,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.713819319806322,0.0005582087735085763,0.026651193948078862,BB
UNIVERSUS PHOTO IMAGINGS LTD,Chemicals,8632800256,2910330,-18800000,3864399872,21300000,8923199488,180900000,3843099904,2802330624.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.43068631483227915,0.96745570550221,-0.002106867612371819,10.0,0.0003261531924635147,3.821555174358554,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.574587759857878,0.0013881514964781772,0.027024668173415183,BB
TAINWALA CHEMICALS & PLAST,Chemicals,1442562944,1942231,8948000,45580000,3100000,1671510016,135308000,42480000,2080182108.0,,Materials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.025414146247030325,0.8630297935349016,0.005353243423220983,10.0,0.0011619619274838974,3.4729064896013164,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.2259390751006407,0.0016421458984593568,0.027138965654306714,BB
ASHISH POLYPLAST LTD,Building Products,33199000,1894601,3381000,26858000,9313000,80716000,13542000,17545000,132536469.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.21736706477030576,0.4113063085385797,0.041887605926953765,9.787067567567567,0.02347243421378661,3.509218565527716,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.2622511510270407,0.0010282117993320968,0.023562695309699445,BB
ZENOTECH LABORATORIES LTD,Biotechnology,351001984,5092734,72201000,359894016,125870000,1110305024,148996992,234024000,3857742147.0,,Healthcare,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.2107745123559848,0.31613113190776665,0.06502807646486881,10.0,0.00458678821577592,3.563457019897264,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.3164896053965887,0.0011776731430349337,0.015929952914365723,BB+
SAINT GOBAIN SEKURIT INDIA,Automobile Components,961953984,24250697,333540992,2056747008,226512992,2259961088,273702016,1830233984,10326830956.0,,Consumer Discretionary,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.8098519898055873,0.42565068447762583,0.147587050843948,10.0,0.010730581658581194,4.398722775354263,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.1517553608535875,0.0,0.027500000000000004,BB
IST LTD,Automobile Components,14673773568,13608915,761441024,1711202048,236728992,15608786944,876545024,1474472960,10317490127.0,,Consumer Discretionary,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.09446428894762932,0.9400969864375388,0.04878284435118752,10.0,0.000871875248782946,3.718103630103595,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.471136215602919,0.0,0.027500000000000004,BB
SIKA INTERPLANT SYSTEMS LTD,Aerospace & Defense,1196782976,17469147,277640992,687592000,244384992,1526072960,286888000,443207008,27970315423.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.2904232101720746,0.7842239574181302,0.18193166334589927,10.0,0.011447124389124881,4.284105617335622,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,4.037138202834947,0.0009886318180767806,0.023544884318134555,BB
TANEJA AEROSPACE AVIATION,Aerospace & Defense,1295865984,4805226,223254000,251212992,65462000,1593052032,169683008,185751008,9741204752.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.11660071627842473,0.8134486243824082,0.14014231520091366,10.0,0.0030163647536152792,3.996535717924372,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.749568303423697,0.0010173446268336515,0.023557805082075146,BB
DEEP DIAMOND INDIA LTD,,175504000,148959,11903000,50870000,16067000,239595008,16041000,34803000,225834991.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.14525761738742068,0.7325027406247129,0.04967966611391169,10.0,0.0006217116176310318,3.657579718856246,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.4106123043555705,0.0010249033456128708,0.023561206505525793,BB
SOUTHERN GAS LTD,,241538000,4224947,11784000,83526000,82498000,337671008,93883000,1028000,510300.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.0030443833661905613,0.715305709633206,0.03489787313928947,0.005435488853147002,0.01251202176054155,0.5088856076740959,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,-0.73808180682658,0.0010951192242922327,0.023592803650931506,BB
LIKHAMI CONSULTING LTD,,249555008,79478,2957000,77494000,611000,349667008,612000,76883000,3450659879.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.21987490452630865,0.7136933204747758,0.008456617102406184,10.0,0.00022729625095199143,3.5627993362187604,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.315831921718085,0.0010270169481456867,0.02356215762666556,BB
TASHI INDIA LTD,,174300000,87582,2750000,172624992,2263000,184359008,2634000,170362000,86501250.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.9240774391669541,0.9454379359645936,0.014916548043044363,10.0,0.0004750622220748769,4.265138961910665,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,3.01817154740999,0.0010113547744927572,0.023555109648521744,BB
ROTOGRAPHICS INDIA LTD,,5023000,95509,1337000,12943000,6658000,48094000,7058000,6285000,217158390.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.13068158190210838,0.10444130244936999,0.027799725537489085,10.0,0.0019858818147793903,3.258036719757142,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.0110693052564663,0.0010338131544927807,0.023565215919521754,BB
MILESTONE GLOBAL LTD,,44499000,1456017,434000,77809000,12413000,109580000,14906000,65396000,113796902.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.5967877349881365,0.4060868771673663,0.003960576747581676,7.63430175768147,0.013287251323234167,3.0112006751416382,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,1.764233260640962,0.0010393175982877066,0.02356769291922947,BB
GENOMIC VALLEY BIOTECH LTD,,8436533,99843,4369716,26217180,4578808,43565624,4584091,21638372,143561500.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.4966845419223193,0.19365114568311934,0.10030192612413862,10.0,0.002291783999237564,3.849813515812375,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.6028461013117,0.001020616531940749,0.02355927743937334,BB
SCAN PROJECTS LTD,,25552000,1412551,2647000,61314000,12763000,68379000,14094000,48551000,227076895.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.7100279325523918,0.37368197838517675,0.03871071527808245,10.0,0.02065767267728396,3.9316661840623586,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.6846987695616837,0.0010187912174387745,0.02355845604784745,BB
LE LAVOIR LTD,,43500000,313760,11623000,70408000,52355000,129007000,53107000,18053000,970865980.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.139938142891471,0.337191005139256,0.0900958862697373,10.0,0.0024321160867239763,3.600745851000333,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.353778436499658,0.0010261707408660576,0.02356177683338973,BB
ROLCON ENGINEERING CO LTD,,251248000,6895790,35944000,244611008,125886000,385216000,126408000,118725000,725835582.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.30820370908788836,0.6522262834357867,0.09330868915102176,5.742006692614392,0.017901099642797808,2.657660728086693,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,2.410693313586017,0.0010249015391070317,0.023561205692598168,BB
CRANE INFRASTRUCTURE LTD,,229070000,162221,8501000,8865000,3483000,305059008,3569000,5382000,140639641.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.017642488367365306,0.7509039038112915,0.02786673980136984,10.0,0.0005317692503609007,3.488163070405054,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.241195655904378,0.0010286813368733322,0.023562906601593003,BB
HINDUSTAN HOUSING CO LTD,,636675008,598167,9838000,179970000,6938000,707849024,70569000,173032000,937508.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.24444760695184628,0.8994502872974224,0.013898443971012666,0.013284983491334721,0.000845048844766084,0.6996033758456651,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,-0.5473640386550107,0.0010908662180620066,0.023590889798127904,BB
SHUKRA BULLIONS LTD,,-24074000,184747,598000,108404000,107561000,135867008,109810000,843000,90375708.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.0062045967774605,-0.1771879748761377,0.004401362838578149,0.8230189235953009,0.001359763512272236,0.18139966402205782,0.1200000000000001,0.4330325854993241,-0.8,-1.0,-0.7,-1.765567750478618,0.001118032160835673,0.023603114472376056,BB
HIAP SENG INDUSTRIES LTD,,7311000,17086068,5895000,27027000,4572000,36025000,4572000,22455000,31354854.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.6233171408743928,0.20294240111034004,0.16363636363636364,6.858017060367454,0.47428363636363635,4.1788245768194665,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.9318571623187912,0.000990979585280291,0.02354594081337613,BB
ABM INTERNATIONAL LTD,,151042000,17044556,18968000,210851008,19112000,267502000,22380000,191739008,465696000.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.716775979245015,0.5646387690559322,0.0709078810625715,10.0,0.06371748996269187,4.231352731568362,0.1200000000000001,0.4330325854993241,-0.8,0.0,0.0,3.9843853170676864,0.0009898082074293905,0.023545413693343228,BB
ALNA TRADING & EXPORTS LTD,,17879000,249851,189000,17958000,71000,19951000,72000,17887000,5790000.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.8965465390206004,0.8961455566137035,0.009473209362939201,10.0,0.012523231918199589,4.223512706130019,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.9765452916293436,0.0010122830399966656,0.023555527367998503,BB
SHIVA SUITINGS LTD,,5307000,307880,731000,21281000,470000,21281000,470000,20811000,35814125.0,,Industrials,0.6,0.5,0.4,0.7,0.6,0.2,1.5,0.5,4,0.5,0.6,0.4,India,BBB-,0.9779145716836615,0.2493773788825713,0.034349889572858415,10.0,0.014467365255392134,4.056179690804003,0.1200000000000001,0.4330325854993241,-0.8,-1.0,0.0,2.8092122763033274,0.0010160145662384357,0.023557206554807298,BB
